name and surname,preferences
Arnold Howard,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Paul Perkins,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Briony Hunt,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Audrey Howard,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Roland Robinson,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Owen Jones,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Daryl Casey,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Ellia Crawford,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Sofia Watson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Dominik West,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Tess Holmes,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Annabella Ellis,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Amanda Bennett,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Paul Craig,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Rafael Edwards,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Reid Carroll,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Isabella Wilson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
April Barrett,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Aiden Elliott,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Richard Anderson,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
George Chapman,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Darcy Elliott,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Adam Payne,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Tara Richardson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Kellan Hamilton,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Lyndon Foster,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Sawyer Harper,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Amelia Warren,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Sofia Edwards,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Frederick Roberts,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Roland Johnson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Lucia Ellis,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Lydia Richards,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Mary Bailey,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Frederick Miller,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Brad Owens,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Kelsey Warren,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Kate Ryan,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Gianna Barnes,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Mike Watson,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Alford Crawford,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Tiana Jones,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Daryl Phillips,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Kellan Perkins,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Naomi Phillips,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Agata Jones,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Tara Foster,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Kellan Clark,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Elise Wright,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Darcy Turner,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Vincent Carroll,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Aldus Payne,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Carl Chapman,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Arianna Perkins,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Derek Brown,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Oliver Ellis,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Agata Carroll,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Connie Barnes,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Sienna Wells,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Alexander Holmes,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Garry Thompson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Heather Phillips,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Edgar Taylor,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Arianna Watson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
George Wells,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Adison Brown,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Catherine Harper,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
John Higgins,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Amy Harris,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Arnold Perkins,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Emma Alexander,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Stella Anderson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Briony Warren,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Charlotte Howard,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Kelsey Murphy,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Paul Nelson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
George Riley,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Samantha Moore,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Lucas Ross,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Agata Brooks,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Antony Cooper,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Vivian Wilson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Lilianna Farrell,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Dale Harrison,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
April Ferguson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Julia Warren,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Clark Ross,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Florrie Kelly,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Mike Harris,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Maddie Johnson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Jacob Spencer,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Sabrina Ferguson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Maya Wilson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Arianna Wells,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Miller Robinson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Kellan Barnes,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Brianna Thomas,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Sydney Sullivan,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Ashton Baker,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Fenton Nelson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Alexia Barrett,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Belinda Hunt,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Eddy Elliott,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Aiden Gibson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Elise Perkins,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Hailey Andrews,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Byron Cunningham,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Belinda Harris,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Wilson Clark,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Kirsten Turner,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
John Phillips,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Vincent Barnes,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Carlos Bennett,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Natalie Harrison,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Camila Kelley,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Sawyer Perry,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Isabella Fowler,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Annabella Ferguson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Agata Morris,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Cherry Thompson,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Chloe Richards,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Tess Wells,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Stuart Moore,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Isabella Hunt,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Maximilian Casey,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Victoria Mitchell,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Martin Bailey,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Sophia Barnes,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Annabella Murphy,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Daisy Warren,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Elian Williams,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Brooke Owens,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Violet Richards,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
John Montgomery,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Edith Harris,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Samantha Hawkins,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Blake Watson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Carlos Brooks,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Ellia Spencer,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Madaline Harper,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Briony Ryan,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Eric Bailey,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Aldus Rogers,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Frederick Evans,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
April Hamilton,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Dominik Richardson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Vivian Smith,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Alina Brooks,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Vincent Gray,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Adam Edwards,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Tony Cooper,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Alissa Murray,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Aldus Ferguson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Lucas Chapman,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Adison Williams,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Alan Henderson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Savana Mason,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Sarah Phillips,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Jasmine Wilson,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Aston Alexander,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Grace Thomas,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Heather Montgomery,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Amy Johnson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Thomas Elliott,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Oscar Evans,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Edwin Wright,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Owen Andrews,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Camila Moore,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Richard Hill,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Owen Tucker,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Nicole Moore,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Alan Perkins,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Luke Jones,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Michael Chapman,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Alexia Warren,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
William Morris,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Blake Moore,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Kelvin Cole,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Adam Phillips,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Naomi Dixon,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Luke Hawkins,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Sophia Ross,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Miley Richardson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Annabella Russell,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Daniel Nelson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Eddy Ferguson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Harold Montgomery,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lucas Anderson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Alexander Morgan,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Caroline Cameron,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Owen Russell,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Lydia Johnston,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Lucy Barrett,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Joyce Murphy,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Amber Lloyd,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Ryan Scott,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
George Jones,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Anna Scott,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Edwin Barrett,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Eddy Henderson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Victoria Anderson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Edwin Scott,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Eleanor Roberts,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Michael Owens,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Victor Stevens,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Jasmine Perry,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Lenny Harris,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Penelope Hunt,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Florrie Martin,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Camila Watson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Kellan Brown,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Connie Cunningham,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Kelsey Harris,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Fiona Johnston,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Melanie Rogers,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Audrey Johnston,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Eric Higgins,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Daryl Warren,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Byron Bennett,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Abigail Holmes,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Violet Myers,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Julia Riley,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Deanna Ferguson,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Freddie Harris,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Paige Rogers,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Vanessa Howard,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Chester Warren,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Daryl Cooper,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Richard Davis,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Grace Brooks,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Sarah Allen,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Tony Chapman,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Heather Ross,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
James Davis,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Victoria Warren,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Dominik Harrison,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Emma Warren,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Alberta Rogers,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Jasmine Mason,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Kirsten Stevens,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Alford Murphy,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Jordan Adams,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Kristian Cameron,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Eric Hawkins,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Eric Myers,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Chelsea Hunt,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Sienna Gibson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Jenna Jones,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Kimberly Cooper,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Ryan Andrews,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Antony Parker,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Marcus Warren,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Miley Farrell,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Samantha Stevens,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
William Hill,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Ashton Warren,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Connie Taylor,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Chelsea Murray,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Roman Adams,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Owen Stewart,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Belinda Richards,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Roman Murphy,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Audrey Owens,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Walter Bailey,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Alfred Parker,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Madaline Armstrong,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Sofia Moore,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Jack Kelley,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Aiden Adams,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Naomi Foster,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Patrick Phillips,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Ellia Armstrong,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Jack Turner,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Oscar Johnston,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Garry Wilson,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Leonardo Murray,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Jack Montgomery,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Richard Campbell,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Kelsey Grant,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Albert Mason,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lilianna Baker,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Bruce Harrison,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Rubie Williams,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Lilianna Gibson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Arianna Richardson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Lenny Perkins,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Miranda Barnes,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Adelaide Richardson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Catherine Brown,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Jack Barnes,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Honey Anderson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Sofia Harris,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Roman Allen,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Frederick Johnston,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Haris Tucker,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Kimberly Ryan,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Paul Alexander,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Freddie Chapman,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Lenny Grant,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Sabrina Edwards,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Adrianna Davis,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Julia Perry,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Owen Ellis,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Nicholas Williams,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Henry Spencer,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Ryan Bennett,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Abraham Payne,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Joyce Jones,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Chloe Brown,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Dainton Davis,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Tony Lloyd,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Maria Farrell,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Roland Foster,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Carl Wilson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Cherry Mason,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Spike Chapman,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
George Robinson,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Honey Davis,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Amber Brooks,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
James Thompson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Adelaide Foster,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Penelope Robinson,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Luke Ellis,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Samantha Hall,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Heather Nelson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Violet Alexander,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Byron Douglas,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Bruce Chapman,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Lenny Nelson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Grace Mitchell,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Andrew Jones,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Joyce Crawford,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Amanda Grant,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Naomi Allen,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Amber Smith,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Lyndon Campbell,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Alina Warren,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Cadie Andrews,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Frederick Owens,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
