,First Name,Last Name,Age,Number children,Degree,Experience,Years of unemployment,Working environment
3616,Amanda,Martin,50,2,master degree,3,3,Economic
3617,Fenton,Thomas,42,0,high school diploma,9,1,Worker
3618,Lilianna,Richards,48,2,high school diploma,0,5,Informatics
3619,Max,Elliott,43,2,high school diploma,12,3,Generic
3620,Adam,Ross,40,2,high school diploma,12,9,Generic
3621,Kevin,Elliott,42,0,compulsory school,9,9,Generic
3622,Alexander,Roberts,48,2,high school diploma,15,9,Generic
3623,Aldus,Moore,41,1,master degree,15,5,Instruction
3624,Dale,Harrison,50,1,high school diploma,15,7,Generic
3625,Caroline,Howard,49,0,three-year degree,7,1,Informatics
3626,Frederick,Johnston,45,1,high school diploma,9,9,Generic
3627,Vanessa,Henderson,44,1,three-year degree,9,3,Instruction
3628,Garry,Wilson,50,3,compulsory school,7,12,Generic
3629,Catherine,Johnson,40,1,compulsory school,9,20,Worker
3630,Walter,Robinson,45,2,high school diploma,20,1,Worker
3631,Chester,Fowler,40,1,high school diploma,12,12,Generic
3632,Daryl,Holmes,45,3,three-year degree,7,0,healthcare
3633,Steven,Gibson,41,0,high school diploma,20,3,Generic
3634,Deanna,Robinson,46,3,master,15,15,Instruction
3635,Adrian,Hawkins,48,3,Ph.D,12,12,Informatics
3636,Edward,Riley,46,1,high school diploma,9,3,Informatics
3637,Andrew,Roberts,43,1,high school diploma,9,5,Instruction
3638,Edgar,Smith,44,3,high school diploma,9,3,Generic
3639,Oliver,Watson,49,0,master degree,12,5,Instruction
3640,Oliver,Thomas,41,2,three-year degree,9,0,Informatics
3641,Frederick,Jones,48,2,compulsory school,9,9,Worker
3642,Miranda,Barnes,46,2,high school diploma,9,9,Generic
3643,Kellan,Ellis,47,1,high school diploma,9,5,Worker
3644,Anna,Murray,50,0,three-year degree,9,3,healthcare
3645,Lucy,Harris,48,2,three-year degree,12,12,Informatics
3646,Michael,Howard,42,0,compulsory school,9,7,Worker
3647,Lilianna,Miller,49,0,high school diploma,3,1,Generic
3648,Ryan,Perry,49,1,high school diploma,12,5,Generic
3649,Luke,Cunningham,49,1,master,12,12,Economic
3650,Michelle,Hamilton,44,0,high school diploma,9,9,Generic
3651,Jared,Thompson,49,0,Ph.D,12,5,Economic
3652,Chloe,Armstrong,48,1,master degree,9,9,Instruction
3653,Lilianna,Dixon,42,2,high school diploma,12,3,Generic
3654,Jacob,Watson,42,3,three-year degree,9,15,Instruction
3655,Kirsten,Martin,45,2,high school diploma,7,3,Economic
3656,Alissa,West,49,3,three-year degree,9,3,Informatics
3657,Arianna,Walker,44,0,high school diploma,9,12,Generic
3658,Oscar,Ellis,46,3,high school diploma,9,5,Generic
3659,Martin,Stevens,47,0,high school diploma,15,5,Generic
3660,Chester,Smith,41,0,high school diploma,9,12,Economic
3661,Lily,Phillips,42,0,high school diploma,20,1,Generic
3662,Reid,Edwards,42,3,compulsory school,12,9,Worker
3663,Justin,Davis,46,2,high school diploma,15,12,Generic
3664,Grace,Bailey,46,0,high school diploma,9,7,Generic
3665,Victoria,Perkins,45,1,compulsory school,9,15,Generic
3666,Stuart,Douglas,46,2,high school diploma,9,3,Generic
3667,Ryan,Brooks,48,1,three-year degree,12,7,Informatics
3668,Stella,Lloyd,44,1,high school diploma,5,3,Generic
3669,Kimberly,Douglas,49,0,high school diploma,12,0,Worker
3670,Lucia,Henderson,48,2,master,12,9,Instruction
3671,Hailey,Cameron,47,0,high school diploma,9,15,Economic
3672,Arthur,Murphy,49,2,three-year degree,12,3,Informatics
3673,Lily,Andrews,40,0,high school diploma,7,3,Generic
3674,Abigail,Howard,42,1,three-year degree,5,7,healthcare
3675,Briony,Alexander,40,1,high school diploma,9,3,Generic
3676,Lily,Wright,45,3,high school diploma,12,5,Generic
3677,Marcus,Perkins,42,0,high school diploma,7,3,Generic
3678,Brianna,Dixon,42,1,high school diploma,7,3,Generic
3679,Rosie,Clark,43,3,high school diploma,0,1,Generic
3680,Maddie,Campbell,49,3,master,3,7,Economic
3681,Savana,Hill,48,2,high school diploma,9,5,Instruction
3682,Dominik,Harrison,45,1,high school diploma,12,3,Generic
3683,Anna,Douglas,42,2,compulsory school,12,7,Worker
3684,Arthur,Campbell,44,3,high school diploma,9,5,Worker
3685,Kelsey,Foster,50,1,master degree,7,7,Instruction
3686,Abigail,Scott,40,3,high school diploma,15,5,Informatics
3687,Harold,Hawkins,46,0,high school diploma,15,7,Generic
3688,Jenna,Smith,42,3,high school diploma,15,5,Economic
3689,Edgar,Farrell,40,3,high school diploma,12,3,Informatics
3690,Sawyer,Perry,49,2,compulsory school,12,12,Generic
3691,Marcus,Hamilton,43,3,high school diploma,3,3,Worker
3692,Victor,Walker,46,3,high school diploma,9,0,Informatics
3693,Aida,Barnes,49,0,compulsory school,12,7,Generic
3694,Kristian,Kelley,40,0,master,9,3,Informatics
3695,Roman,Taylor,49,3,master,9,3,Informatics
3696,Reid,Riley,46,0,high school diploma,15,7,Economic
3697,Kimberly,Wells,42,3,master,9,3,Instruction
3698,Emma,Mason,48,2,master degree,9,7,Instruction
3699,Ashton,Owens,47,1,three-year degree,20,15,healthcare
3700,Spike,Taylor,40,2,high school diploma,20,5,Generic
3701,Briony,Watson,47,0,high school diploma,12,7,Generic
3702,Ellia,Watson,40,0,three-year degree,9,9,Instruction
3703,Miranda,Payne,47,1,high school diploma,3,12,Instruction
3704,Marcus,Wright,47,2,high school diploma,9,3,Generic
3705,Kristian,Casey,43,0,master degree,9,3,Instruction
3706,Frederick,Stevens,42,3,high school diploma,15,1,Worker
3707,Anna,Brown,43,2,Ph.D,15,15,Informatics
3708,Jasmine,Johnston,50,1,three-year degree,20,7,Economic
3709,Chloe,Montgomery,49,3,compulsory school,12,9,Worker
3710,Tyler,Gray,44,3,compulsory school,15,12,Generic
3711,Lenny,Carroll,42,1,high school diploma,20,5,Economic
3712,April,Hunt,48,0,three-year degree,7,15,Informatics
3713,Roman,Edwards,43,1,high school diploma,12,5,Economic
3714,Rosie,Perkins,41,3,master,7,3,Economic
3715,Vincent,Anderson,44,0,three-year degree,9,3,Instruction
3716,Alissa,Hawkins,46,1,high school diploma,9,7,Informatics
3717,Brad,Craig,50,0,high school diploma,12,1,Instruction
3718,Ashton,Morrison,48,2,three-year degree,12,3,Economic
3719,Tony,Myers,41,0,high school diploma,5,5,Generic
3720,Natalie,Williams,42,2,master degree,9,9,healthcare
3721,Agata,Crawford,43,0,three-year degree,9,7,Informatics
3722,Sam,Howard,48,1,high school diploma,12,7,Generic
3723,Vincent,Gray,40,0,high school diploma,15,7,Generic
3724,Agata,Dixon,43,0,three-year degree,7,7,Economic
3725,Lyndon,Richards,41,2,Ph.D,20,15,Instruction
3726,Harold,Foster,47,1,three-year degree,15,3,Instruction
3727,Abraham,Richardson,41,1,high school diploma,20,9,Worker
3728,George,Carter,43,3,master degree,12,7,healthcare
3729,Jessica,Craig,45,2,three-year degree,15,5,Economic
3730,Cadie,Edwards,50,0,high school diploma,12,3,Economic
3731,Savana,Foster,49,3,three-year degree,9,3,Economic
3732,Haris,Walker,49,3,high school diploma,12,5,Generic
3733,Aston,West,45,1,master,12,3,healthcare
3734,Brad,Morrison,48,0,high school diploma,5,12,Generic
3735,Amy,Ryan,40,1,high school diploma,20,12,Generic
3736,Carl,Stevens,46,2,three-year degree,15,3,Economic
3737,Chelsea,Chapman,49,1,three-year degree,5,7,healthcare
3738,Julian,Spencer,48,1,high school diploma,9,9,Generic
3739,Alan,Morris,47,2,high school diploma,12,9,Generic
3740,Lilianna,Owens,48,1,three-year degree,9,5,Informatics
3741,George,Richardson,43,3,high school diploma,15,12,Generic
3742,Cadie,Andrews,48,2,high school diploma,9,9,Generic
3743,Mike,Wells,44,3,high school diploma,0,12,Generic
3744,Alford,Payne,46,2,compulsory school,12,5,Generic
3745,Sydney,Crawford,47,3,high school diploma,15,15,Generic
3746,Gianna,Payne,45,1,high school diploma,7,15,Generic
3747,Savana,Clark,50,0,compulsory school,15,7,Worker
3748,Vincent,Elliott,44,2,three-year degree,12,1,Economic
3749,Byron,Casey,42,1,high school diploma,3,7,Worker
3750,Aldus,Andrews,40,2,high school diploma,12,15,Generic
3751,Sam,Wells,40,0,high school diploma,9,1,Worker
3752,Chloe,Gibson,47,1,master degree,7,1,Instruction
3753,Heather,Brown,41,0,three-year degree,5,3,healthcare
3754,Arnold,Tucker,42,0,three-year degree,20,12,healthcare
3755,Roland,Barnes,46,3,high school diploma,3,3,Worker
3756,Alissa,Hall,46,3,master degree,12,7,Economic
3757,Tyler,Anderson,44,3,high school diploma,20,1,Worker
3758,Aston,Myers,42,0,three-year degree,12,15,healthcare
3759,Edward,Douglas,45,3,compulsory school,15,12,Worker
3760,Alisa,Perry,49,1,master degree,20,12,Informatics
3761,Andrew,Alexander,47,0,Ph.D,15,5,Informatics
3762,Charlie,Howard,47,0,three-year degree,9,3,Informatics
3763,Jordan,Adams,40,0,high school diploma,15,5,Generic
3764,Mike,Roberts,50,3,three-year degree,9,5,healthcare
3765,Brooke,Sullivan,43,2,three-year degree,15,7,Instruction
3766,Roland,Russell,43,0,three-year degree,7,3,healthcare
3767,Violet,Ferguson,46,1,master degree,3,5,Informatics
3768,John,Barnes,40,1,high school diploma,15,9,Generic
3769,Brooke,Owens,41,2,high school diploma,7,7,Generic
3770,Rafael,Cooper,42,2,high school diploma,5,5,Generic
3771,Amanda,Howard,50,1,high school diploma,12,7,Instruction
3772,Daisy,Warren,44,1,high school diploma,12,5,Generic
3773,Sabrina,Payne,44,1,master degree,12,7,healthcare
3774,Owen,Rogers,42,1,Ph.D,12,3,healthcare
3775,Spike,Craig,48,2,three-year degree,9,3,Economic
3776,Antony,Owens,46,0,compulsory school,15,15,Worker
3777,April,Kelley,47,0,three-year degree,12,5,Instruction
3778,Robert,Ross,40,2,Ph.D,15,7,Economic
3779,Arianna,Wells,48,1,high school diploma,15,7,Generic
3780,Stella,Wilson,46,0,high school diploma,12,7,Generic
3781,Sophia,West,49,0,master,9,3,Informatics
3782,Belinda,Russell,43,2,high school diploma,1,7,Worker
3783,Adele,Ferguson,50,2,high school diploma,9,9,Worker
3784,Edwin,Thompson,47,1,high school diploma,15,3,Instruction
3785,Ned,Tucker,43,1,three-year degree,7,12,Economic
3786,Kimberly,Warren,43,1,high school diploma,7,9,Generic
3787,Oscar,Reed,40,3,compulsory school,15,3,Worker
3788,Connie,Sullivan,46,0,high school diploma,15,3,Generic
3789,Robert,West,44,3,high school diploma,7,3,Generic
3790,James,Davis,43,2,high school diploma,7,5,Generic
3791,Ellia,Bailey,44,3,three-year degree,3,12,Instruction
3792,Arnold,Johnston,46,3,high school diploma,12,15,Generic
3793,Jacob,Harper,50,2,three-year degree,9,1,healthcare
3794,Isabella,Bennett,42,1,high school diploma,9,7,Instruction
3795,John,Allen,40,1,three-year degree,9,9,Instruction
3796,Kristian,Myers,42,1,compulsory school,12,1,Generic
3797,Fiona,Higgins,45,0,master degree,15,15,Economic
3798,Michelle,Johnson,45,0,high school diploma,12,3,Generic
3799,Oliver,Roberts,40,0,three-year degree,7,9,Informatics
3800,Tony,Robinson,47,3,high school diploma,12,5,Informatics
3801,Alisa,Alexander,46,0,three-year degree,12,3,Instruction
3802,Miller,Elliott,40,1,high school diploma,12,7,Economic
3803,Fenton,Douglas,42,1,high school diploma,12,15,Generic
3804,Adam,Casey,48,2,master,5,0,healthcare
3805,Harold,Williams,45,2,high school diploma,15,9,Economic
3806,Andrew,Ferguson,48,2,high school diploma,12,3,Worker
3807,Wilson,West,50,2,high school diploma,7,1,Worker
3808,Edgar,West,50,1,high school diploma,3,5,Generic
3809,Alexander,Turner,43,0,high school diploma,12,0,Worker
3810,Isabella,Wells,45,3,high school diploma,9,3,Worker
3811,Spike,Cameron,43,2,high school diploma,15,1,Generic
3812,Eric,Clark,47,3,high school diploma,20,9,Economic
3813,Evelyn,Wells,46,0,high school diploma,9,9,Generic
3814,Byron,Robinson,50,1,master degree,3,7,Instruction
3815,Derek,Henderson,42,0,high school diploma,5,0,Generic
3816,Chloe,Scott,43,2,high school diploma,9,7,Worker
3817,Eleanor,West,45,3,three-year degree,20,3,Instruction
3818,Amy,Perry,49,0,master,12,3,Instruction
3819,Aston,Miller,47,2,three-year degree,9,7,Informatics
3820,Belinda,Hunt,41,2,high school diploma,9,3,Generic
3821,Adison,Evans,47,3,master degree,7,15,Informatics
3822,Frederick,Perkins,48,2,high school diploma,7,15,Economic
3823,Ted,Wells,41,2,high school diploma,20,3,Informatics
3824,Haris,Armstrong,45,2,three-year degree,15,7,Instruction
3825,Ellia,Johnston,45,0,high school diploma,7,5,Economic
3826,Sydney,Murray,48,3,high school diploma,15,15,Generic
3827,Luke,Craig,42,1,high school diploma,9,20,Worker
3828,Eddy,Morgan,48,1,master degree,9,15,healthcare
3829,Camila,Thomas,45,2,high school diploma,15,3,Generic
3830,Oscar,Allen,50,0,master,5,9,Instruction
3831,Edwin,Mitchell,48,1,three-year degree,5,9,Informatics
3832,Brianna,Lloyd,47,1,compulsory school,5,7,Generic
3833,Amelia,Richardson,42,0,high school diploma,9,15,Generic
3834,Jack,Warren,45,3,three-year degree,7,3,Instruction
3835,Ryan,Parker,41,2,high school diploma,20,3,Generic
3836,Antony,Morrison,46,0,compulsory school,12,5,Worker
3837,Kevin,Murphy,43,1,master,9,15,Economic
3838,Savana,Gray,40,0,master degree,12,5,healthcare
3839,Maximilian,Spencer,46,0,Ph.D,9,3,Instruction
3840,Carina,Parker,40,1,three-year degree,9,3,healthcare
3841,Charlotte,Stevens,49,0,three-year degree,12,5,Economic
3842,Joyce,Gibson,43,1,master degree,15,7,Informatics
3843,Amelia,Barnes,45,2,high school diploma,5,3,Worker
3844,Walter,Farrell,46,1,high school diploma,12,3,Generic
3845,Daryl,Dixon,49,2,high school diploma,15,3,Generic
3846,Madaline,Sullivan,48,1,high school diploma,5,5,Generic
3847,Michael,Hunt,49,2,master degree,9,3,healthcare
3848,Maya,Edwards,43,1,master degree,15,9,Informatics
3849,Cadie,Barrett,41,1,high school diploma,20,9,Worker
3850,Andrew,Dixon,50,3,three-year degree,12,1,healthcare
3851,Brianna,Clark,42,1,three-year degree,15,5,Instruction
3852,Lily,Adams,40,3,compulsory school,9,1,Worker
3853,Kimberly,Bennett,48,3,three-year degree,12,5,Economic
3854,Deanna,Barrett,45,1,high school diploma,9,3,Instruction
3855,Aldus,Harper,47,0,high school diploma,15,9,Generic
3856,Jared,Barnes,40,1,three-year degree,12,3,healthcare
3857,Elian,Mitchell,46,2,high school diploma,9,7,Generic
3858,Kelvin,Stewart,50,2,high school diploma,12,9,Generic
3859,Alan,Hall,43,2,master degree,7,9,Instruction
3860,Daisy,Hill,46,3,master degree,15,9,Informatics
3861,Robert,Howard,45,2,master,15,5,Economic
3862,Eric,Nelson,40,0,three-year degree,9,15,Economic
3863,George,Williams,41,0,compulsory school,15,7,Worker
3864,Kirsten,Edwards,46,3,high school diploma,9,5,Generic
3865,Edward,Martin,45,1,three-year degree,9,3,Informatics
3866,Lydia,Nelson,47,3,compulsory school,9,15,Generic
3867,Maximilian,Carroll,45,2,compulsory school,15,9,Worker
3868,Florrie,Ross,50,3,three-year degree,12,12,Economic
3869,Maddie,Richards,44,3,three-year degree,12,1,Informatics
3870,Valeria,Dixon,42,0,compulsory school,7,3,Worker
3871,Michelle,Jones,44,3,high school diploma,12,0,Generic
3872,Brianna,Carter,43,2,master degree,7,9,healthcare
3873,Deanna,Richards,44,2,compulsory school,9,3,Generic
3874,Aiden,Thompson,43,1,three-year degree,15,3,Economic
3875,Wilson,Bailey,48,0,high school diploma,9,1,Economic
3876,Violet,Turner,44,2,three-year degree,12,12,Economic
3877,Steven,Nelson,43,2,three-year degree,15,3,Informatics
3878,Haris,Barnes,41,2,high school diploma,12,12,Generic
3879,Darcy,Russell,40,3,high school diploma,15,5,Generic
3880,Cherry,Hunt,47,0,high school diploma,12,15,Economic
3881,Lucas,Harper,46,1,high school diploma,9,3,Generic
3882,James,Russell,50,1,compulsory school,15,3,Worker
3883,Carina,Riley,43,2,high school diploma,15,3,Generic
3884,Garry,Sullivan,47,2,master degree,9,9,Informatics
3885,Rebecca,Perry,40,0,three-year degree,12,15,Informatics
3886,David,Harper,42,3,three-year degree,9,15,Economic
3887,Lucy,Morgan,50,0,high school diploma,15,9,Generic
3888,Amelia,Fowler,42,1,compulsory school,7,3,Generic
3889,Tess,Martin,50,2,master degree,3,3,Instruction
3890,Adrianna,Richardson,45,3,high school diploma,12,5,Worker
3891,Clark,Owens,47,0,high school diploma,12,12,Generic
3892,Ryan,Williams,48,0,three-year degree,12,15,Economic
3893,Owen,Ellis,48,2,high school diploma,12,0,Generic
3894,Patrick,Morgan,47,3,three-year degree,12,7,Economic
3895,Eleanor,Johnston,50,1,high school diploma,9,15,Generic
3896,Grace,Harper,46,1,three-year degree,12,9,Instruction
3897,Miley,Kelly,42,1,high school diploma,5,9,Generic
3898,Ryan,Bennett,40,2,compulsory school,9,5,Generic
3899,Sienna,Richards,47,0,high school diploma,7,7,Informatics
3900,Emily,Hamilton,48,2,high school diploma,9,3,Generic
3901,Deanna,Johnston,40,1,three-year degree,12,12,Instruction
3902,Emma,Robinson,41,0,high school diploma,7,7,Generic
3903,Dale,Holmes,40,0,three-year degree,9,1,healthcare
3904,Olivia,Chapman,44,3,three-year degree,9,7,Informatics
3905,Vivian,Parker,47,2,master degree,15,5,healthcare
3906,Owen,Harrison,50,3,high school diploma,9,12,Generic
3907,Dainton,Holmes,46,2,high school diploma,20,0,Generic
3908,Myra,Mitchell,49,2,high school diploma,3,5,Economic
3909,Samantha,Crawford,41,0,three-year degree,12,3,Instruction
3910,Maria,Carroll,40,3,three-year degree,9,12,Instruction
3911,Vivian,Barrett,40,1,high school diploma,15,15,Generic
3912,Edward,Hunt,47,3,high school diploma,9,3,Generic
3913,Audrey,Parker,40,3,compulsory school,12,5,Worker
3914,Amanda,Brown,41,1,high school diploma,5,12,Generic
3915,Kimberly,Richardson,41,2,high school diploma,12,3,Generic
3916,Julian,West,50,0,high school diploma,12,9,Generic
3917,Madaline,Carter,46,3,high school diploma,12,9,Worker
3918,Daryl,Turner,49,2,three-year degree,9,3,healthcare
3919,Martin,Hamilton,40,2,compulsory school,9,12,Worker
3920,Wilson,Harris,42,1,master degree,20,3,healthcare
3921,Paige,Taylor,48,0,high school diploma,9,3,Informatics
3922,Paul,Ferguson,50,1,three-year degree,9,5,Economic
3923,Audrey,Lloyd,50,0,high school diploma,9,12,Generic
3924,Ashton,Warren,46,3,high school diploma,7,5,Generic
3925,Robert,Nelson,43,3,three-year degree,12,9,healthcare
3926,Valeria,Bennett,44,1,three-year degree,12,5,Informatics
3927,Daniel,Anderson,40,0,high school diploma,9,9,Generic
3928,Darcy,Thompson,44,0,master,15,7,Economic
3929,Eric,Richards,50,2,high school diploma,9,5,Worker
3930,Adam,Richards,49,2,compulsory school,15,1,Worker
3931,Hailey,Kelley,46,3,high school diploma,15,12,Generic
3932,Nicole,Wilson,43,2,high school diploma,7,3,Informatics
3933,Maximilian,Tucker,40,1,three-year degree,1,3,Economic
3934,John,Grant,43,0,high school diploma,5,7,Generic
3935,Aida,Kelley,43,1,three-year degree,7,9,Informatics
3936,Aston,Johnson,41,2,high school diploma,20,9,Worker
3937,Samantha,Smith,50,0,master,12,3,healthcare
3938,Jessica,Scott,42,1,compulsory school,15,7,Generic
3939,Ned,Watson,45,1,high school diploma,9,7,Economic
3940,Lenny,Morrison,44,2,high school diploma,9,9,Generic
3941,Alexia,Riley,40,1,compulsory school,20,9,Generic
3942,Edwin,Ryan,44,3,high school diploma,9,3,Informatics
3943,Freddie,Martin,50,0,three-year degree,9,3,Instruction
3944,Kate,Mason,40,0,compulsory school,15,5,Generic
3945,Anna,Taylor,40,2,master degree,9,7,Instruction
3946,Eddy,Watson,48,1,high school diploma,15,9,Economic
3947,Kelvin,Kelly,48,3,high school diploma,12,12,Worker
3948,Melanie,Anderson,41,3,master,9,9,healthcare
3949,Kellan,Watson,48,0,three-year degree,20,3,healthcare
3950,Anna,Mason,44,0,master degree,15,9,Instruction
3951,Chloe,Hunt,50,0,three-year degree,12,9,Economic
3952,Rafael,Hill,48,3,high school diploma,12,5,Instruction
3953,Miller,Crawford,46,0,master degree,7,12,Economic
3954,Alina,Scott,42,3,three-year degree,9,3,Economic
3955,George,Davis,45,0,three-year degree,7,3,Instruction
3956,Emily,Chapman,41,0,high school diploma,12,9,Economic
3957,Wilson,Phillips,41,3,Ph.D,9,7,Instruction
3958,Sabrina,Harper,44,0,high school diploma,9,3,Generic
3959,David,Sullivan,50,3,high school diploma,7,7,Worker
3960,Albert,Montgomery,47,3,high school diploma,1,12,Worker
3961,Heather,Phillips,49,3,high school diploma,9,1,Generic
3962,Chester,Barnes,42,0,three-year degree,20,9,Informatics
3963,Eleanor,Morris,43,3,high school diploma,1,7,Instruction
3964,Joyce,Douglas,43,2,high school diploma,12,15,Economic
3965,Sienna,Hall,44,3,high school diploma,12,9,Informatics
3966,Paul,Ellis,40,3,Ph.D,9,15,Economic
3967,Chester,Hawkins,48,3,three-year degree,12,3,Economic
3968,Michael,Williams,40,3,high school diploma,7,3,Informatics
3969,Catherine,Harrison,43,2,three-year degree,20,9,healthcare
3970,Nicholas,Spencer,41,3,high school diploma,12,3,Worker
3971,Maddie,Armstrong,45,0,high school diploma,12,1,Generic
3972,Savana,Cunningham,45,1,high school diploma,15,3,Generic
3973,Arianna,Gray,46,2,high school diploma,9,5,Generic
3974,Kristian,Riley,47,3,compulsory school,12,15,Worker
3975,Alford,Taylor,48,0,high school diploma,15,9,Generic
3976,Clark,Myers,44,2,high school diploma,9,5,Generic
3977,Dale,Scott,50,3,high school diploma,15,9,Instruction
3978,Ashton,Wilson,41,2,high school diploma,15,0,Worker
3979,Amber,Williams,44,1,high school diploma,9,3,Generic
3980,Jasmine,West,47,3,high school diploma,12,9,Generic
3981,Haris,Murphy,46,0,high school diploma,9,9,Instruction
3982,Rubie,Edwards,48,3,high school diploma,15,3,Informatics
3983,William,Ferguson,42,2,high school diploma,0,9,Generic
3984,Eric,Owens,42,1,high school diploma,15,3,Generic
3985,Chester,Wells,41,0,three-year degree,9,3,Economic
3986,Lilianna,Mason,48,2,three-year degree,7,3,Instruction
3987,Penelope,Walker,40,0,high school diploma,15,3,Worker
3988,Brianna,Perry,50,3,three-year degree,5,3,Informatics
3989,Justin,Williams,42,2,high school diploma,12,15,Generic
3990,Spike,Sullivan,48,0,master degree,15,5,Economic
3991,Michelle,Richards,47,2,compulsory school,9,3,Worker
3992,Melissa,Perry,48,1,high school diploma,12,9,Generic
3993,Henry,Morrison,50,0,high school diploma,9,15,Economic
3994,Rebecca,Ryan,45,0,high school diploma,20,9,Worker
3995,Stuart,Morrison,50,0,high school diploma,12,3,Generic
3996,Henry,Sullivan,50,3,high school diploma,9,1,Worker
3997,Sydney,Ellis,46,0,master,9,3,healthcare
3998,Reid,Higgins,50,1,three-year degree,9,3,healthcare
3999,Luke,Ellis,45,0,high school diploma,12,12,Generic
4000,Jenna,Chapman,42,1,three-year degree,9,5,Informatics
4001,Tara,West,47,3,three-year degree,12,15,Economic
4002,Harold,Fowler,46,3,high school diploma,12,3,Economic
4003,Dale,Kelly,42,2,high school diploma,15,9,Generic
4004,Julia,Baker,40,3,three-year degree,15,9,Informatics
4005,Rebecca,Spencer,44,1,three-year degree,0,15,Economic
4006,Penelope,Montgomery,46,1,high school diploma,9,1,Generic
4007,Walter,Cameron,45,3,master degree,12,0,Informatics
4008,Adrian,Barrett,43,2,master degree,15,5,Economic
4009,Blake,Ryan,48,1,Ph.D,15,7,Instruction
4010,Darcy,Morgan,44,0,high school diploma,7,12,Instruction
4011,Aston,Clark,42,2,three-year degree,12,3,Informatics
4012,Jared,Stevens,41,0,compulsory school,9,15,Generic
4013,Amy,Cole,44,0,high school diploma,12,3,Generic
4014,Preston,Nelson,43,3,high school diploma,3,5,Economic
4015,Adison,Barnes,49,2,high school diploma,3,15,Worker
4016,Deanna,Carroll,43,1,compulsory school,9,1,Worker
4017,Arnold,Wells,48,2,master,9,7,Instruction
4018,Maddie,Cole,48,0,high school diploma,12,5,Instruction
4019,Myra,Wright,48,3,high school diploma,12,3,Generic
4020,Miranda,Casey,43,2,master degree,3,1,Instruction
4021,Julian,Brooks,46,1,master degree,9,3,healthcare
4022,Dominik,Jones,47,0,compulsory school,7,5,Worker
4023,Caroline,Myers,40,3,high school diploma,12,9,Generic
4024,Adelaide,Murphy,45,2,master,5,9,Informatics
4025,Freddie,Ross,46,0,master degree,12,7,Economic
4026,Miley,Foster,42,3,high school diploma,9,9,Informatics
4027,Dexter,Grant,49,0,high school diploma,12,0,Generic
4028,Patrick,Lloyd,44,3,high school diploma,12,9,Informatics
4029,Stella,Cameron,26,0,high school diploma,0,1,Worker
4030,Lucy,Richards,26,0,high school diploma,0,0,Instruction
4031,Kevin,Moore,22,0,three-year degree,1,0,Informatics
4032,Aida,Walker,29,1,master,1,1,healthcare
4033,Ada,Sullivan,18,0,high school diploma,1,0,Worker
4034,Aida,Harris,29,0,three-year degree,5,3,healthcare
4035,Adrian,Robinson,20,0,high school diploma,1,0,Generic
4036,David,Higgins,30,3,high school diploma,7,1,Informatics
4037,Lily,Scott,23,0,high school diploma,0,0,Generic
4038,Deanna,Williams,24,2,high school diploma,0,0,Generic
4039,Vincent,Walker,23,0,three-year degree,0,1,Informatics
4040,Abraham,Myers,23,0,high school diploma,0,0,Generic
4041,Thomas,Hunt,29,3,compulsory school,3,1,Worker
4042,Harold,Harper,22,0,high school diploma,1,0,Worker
4043,Kelsey,Howard,19,0,high school diploma,1,0,Worker
4044,Maximilian,Johnson,25,3,compulsory school,2,0,Worker
4045,Abraham,Roberts,22,0,three-year degree,0,0,Economic
4046,Vivian,Gibson,25,0,high school diploma,0,0,Worker
4047,Arianna,Craig,28,1,high school diploma,1,3,healthcare
4048,Kimberly,Reed,22,0,three-year degree,1,1,Informatics
4049,William,Wells,21,0,high school diploma,1,0,healthcare
4050,Emily,Crawford,20,0,high school diploma,0,0,Informatics
4051,Preston,Allen,21,0,high school diploma,0,0,Worker
4052,Emily,Nelson,21,0,high school diploma,0,0,Economic
4053,Camila,Walker,27,0,high school diploma,3,3,Generic
4054,Florrie,Harrison,21,0,high school diploma,1,0,Generic
4055,Nicole,Brown,22,0,high school diploma,1,0,healthcare
4056,Rubie,Jones,22,0,three-year degree,1,0,Economic
4057,Julia,Holmes,29,2,master,1,1,Informatics
4058,Ellia,Smith,18,0,high school diploma,1,0,Worker
4059,Sydney,Carter,28,1,high school diploma,0,3,Worker
4060,Stella,Parker,28,1,high school diploma,0,1,Worker
4061,Vivian,Stevens,22,0,high school diploma,1,0,Informatics
4062,Jasmine,Douglas,18,0,high school diploma,1,3,Worker
4063,Ashton,Dixon,27,3,high school diploma,1,1,Worker
4064,Justin,Harrison,21,0,high school diploma,1,0,Worker
4065,Melanie,Dixon,30,3,three-year degree,0,3,Economic
4066,Harold,Alexander,21,0,high school diploma,1,1,Worker
4067,Maya,Allen,23,0,three-year degree,1,1,Economic
4068,Jack,Edwards,27,1,high school diploma,1,3,Economic
4069,Frederick,Cunningham,25,2,high school diploma,0,0,Informatics
4070,Ashton,Carroll,30,2,high school diploma,7,1,Instruction
4071,Bruce,Ryan,24,2,high school diploma,3,0,Worker
4072,Miller,Clark,30,3,high school diploma,7,0,Instruction
4073,Frederick,Watson,18,0,high school diploma,0,0,Generic
4074,Mike,Casey,30,1,master,7,3,healthcare
4075,Dainton,Lloyd,28,1,high school diploma,0,7,Instruction
4076,Daryl,Payne,24,2,three-year degree,1,0,Instruction
4077,Alan,Rogers,19,0,high school diploma,0,0,Generic
